Q9UKT9 ENST00000346872
P04080 ENST00000291568
Q9UGU0 ENST00000359486
P04083 ENST00000376911
P04085 ENST00000354513
Q9UGU5 ENST00000216106
Q9UH65 ENST00000318950
Q1EHB4 ENST00000396005
P28039 ENST00000258749
P31689 ENST00000330899
Q15942 ENST00000322764
Q68DX3 ENST00000374201
Q86TD4 ENST00000399609
P41002 ENST00000397066
P42331 ENST00000409202
Q9UH73 ENST00000313708
P42330 ENST00000583876
Q9UGV2 ENST00000349004
B2RUY7 ENST00000312504
Q9UH77 ENST00000309755
P16070 ENST00000428726
P42338 ENST00000289153
P42336 ENST00000263967
Q14623 ENST00000295731
P78324 ENST00000400068
P78325 ENST00000445355
Q14627 ENST00000371936
P29353 ENST00000448116
Q14626 ENST00000555003
Q14624 ENST00000266041
P29350 ENST00000456013
B2RUZ4 ENST00000444870
Q96MZ4 ENST00000513876
P78329 ENST00000221700
Q8N8E3 ENST00000535342
Q8N8E2 ENST00000323703
Q9Y2A4 ENST00000301547
P43657 ENST00000378434
Q9Y2A7 ENST00000360982
Q8N8D9 ENST00000337752
P04062 ENST00000327247
P78330 ENST00000437355
Q5SZL2 ENST00000368488
Q86TC9 ENST00000358913
P04066 ENST00000374479
P43652 ENST00000226355
Q9Y2A9 ENST00000318683
Q68DU8 ENST00000507359
P54368 ENST00000602676
O95500 ENST00000399135
Q13303 ENST00000378083
P78314 ENST00000442312
Q96MY1 ENST00000359676
P78316 ENST00000314262
P78310 ENST00000284878
Q13304 ENST00000272644
O95502 ENST00000333039
P78312 ENST00000324666
O95503 ENST00000407418
Q96MY7 ENST00000286544
Q13308 ENST00000481273
Q9Y2B0 ENST00000273308
Q13309 ENST00000274255
P78317 ENST00000314289
P78318 ENST00000342206
Q6STE5 ENST00000262188
Q8N8D1 ENST00000204549
Q9Y2B5 ENST00000389386
Q9UH90 ENST00000338040
Q9Y2B1 ENST00000261234
Q9Y2B2 ENST00000225609
P04070 ENST00000234071
Q9HAK2 ENST00000520164
Q9UH92 ENST00000246912
Q9Y2B4 ENST00000372726
Q9UH99 ENST00000405018
P53041 ENST00000012443
Q68DV7 ENST00000407977
P16050 ENST00000293761
A1XBS5 ENST00000518322
P04075 ENST00000564595
Q86TB9 ENST00000300146
Q9Y2B9 ENST00000372889
Q13310 ENST00000372858
Q9UGP8 ENST00000369002
Q14644 ENST00000334062
Q9UH17 ENST00000333467
Q14643 ENST00000302640
Q96NA8 ENST00000307180
Q15973 ENST00000543802
Q9HB40 ENST00000262288
Q9HAS0 ENST00000577809
Q14642 ENST00000368594
Q96NA2 ENST00000301336
Q13315 ENST00000278616
Q13316 ENST00000339673
Q2V2M9 ENST00000590592
Q75WM6 ENST00000335017
Q86TI2 ENST00000262960
Q13319 ENST00000302625
Q86TI0 ENST00000261439
Q8N8K9 ENST00000374244
Q9BQC6 ENST00000309594
Q5H913 ENST00000450457
A6NHG4 ENST00000215770
Q86TI4 ENST00000334493
Q9UGQ2 ENST00000540581
Q9HAR2 ENST00000570545
Q9BQC3 ENST00000255108
Q14651 ENST00000497002
A6ZKI3 ENST00000257013
Q9UGQ3 ENST00000563527
Q14656 ENST00000600728
Q13324 ENST00000348438
Q13325 ENST00000371795
Q14654 ENST00000339994
Q13322 ENST00000398812
Q14653 ENST00000601291
Q13323 ENST00000216115
P56962 ENST00000525640
Q13326 ENST00000545013
Q14657 ENST00000357360
Q86TH1 ENST00000354484
Q8N8J7 ENST00000309733
Q9BQB6 ENST00000394975
Q9BQB4 ENST00000301691
Q9HB29 ENST00000539491
Q9UGR2 ENST00000352645
Q9HB21 ENST00000368990
Q13332 ENST00000587303
Q9HB20 ENST00000234453
Q9UH36 ENST00000215917
Q7L8L6 ENST00000380266
Q13330 ENST00000331320
Q9HAQ2 ENST00000335044
Q14667 ENST00000528896
Q13336 ENST00000415427
P28068 ENST00000395312
Q68DY1 ENST00000576839
P28069 ENST00000344265
P28066 ENST00000271308
P28067 ENST00000453490
Q14669 ENST00000389044
P28065 ENST00000383234
Q86TG1 ENST00000334462
P28062 ENST00000421445
Q8N8I0 ENST00000314727
P54315 ENST00000358834
Q00059 ENST00000487519
Q9BQA5 ENST00000350777
Q86TG7 ENST00000482108
Q9BQA9 ENST00000306645
Q9HB19 ENST00000420274
P16083 ENST00000380430
Q9HAP6 ENST00000221459
Q68DY9 ENST00000343280
P43694 ENST00000335135
Q9HB15 ENST00000327876
Q13342 ENST00000392045
Q14674 ENST00000552462
Q9BQA1 ENST00000235090
Q9HAP2 ENST00000319080
Q14671 ENST00000426105
P43699 ENST00000354822
Q14678 ENST00000382297
O95544 ENST00000378625
Q13347 ENST00000373586
Q14677 ENST00000523908
Q14676 ENST00000440369
Q13349 ENST00000389202
Q14679 ENST00000258398
P28074 ENST00000361611
Q8N8H1 ENST00000391777
P28072 ENST00000270586
P28070 ENST00000290541
P42357 ENST00000261208
Q8N8G6 ENST00000561223
P42356 ENST00000572273
A6NHJ4 ENST00000360311
Q9HB07 ENST00000267103
Q9HB09 ENST00000246785
Q14681 ENST00000322444
Q9HB03 ENST00000370005
Q5SZQ8 ENST00000290583
P43681 ENST00000370263
Q14680 ENST00000298048
Q9UGT4 ENST00000358321
P43686 ENST00000157812
Q14684 ENST00000340648
Q14683 ENST00000322213
Q13351 ENST00000264834
Q7L8J4 ENST00000366472
Q13352 ENST00000371092
O95677 ENST00000355167
O95674 ENST00000460006
P06899 ENST00000541790
Q9NRW1 ENST00000285208
P67809 ENST00000321358
O95678 ENST00000252245
Q9NS82 ENST00000253188
Q9NRW3 ENST00000361441
Q9NRW4 ENST00000419235
Q9NS84 ENST00000276055
Q9NS85 ENST00000451037
P16219 ENST00000242592
Q96LR2 ENST00000371980
Q9NS86 ENST00000254770
Q96M32 ENST00000267584
Q9NS87 ENST00000326047
Q9NRW7 ENST00000369130
O95672 ENST00000304546
Q99490 ENST00000257897
O95670 ENST00000383503
P30520 ENST00000366535
P55822 ENST00000333634
O95671 ENST00000381317
Q96M27 ENST00000512635
A6NIM6 ENST00000344941
Q99489 ENST00000368924
Q96M29 ENST00000283025
P16220 ENST00000432329
P30511 ENST00000259951
P30512 ENST00000456012
O95685 ENST00000370996
Q9NRX1 ENST00000263657
Q9NS91 ENST00000264926
Q9NRX2 ENST00000288937
P30518 ENST00000337474
Q9NS93 ENST00000343028
Q9NRX3 ENST00000393825
Q9NRX4 ENST00000247665
Q9NRX5 ENST00000339697
Q6PIS1 ENST00000455516
Q9NRX6 ENST00000338272
Q9NS98 ENST00000231721
O95684 ENST00000366847
P30510 ENST00000438171
P18887 ENST00000262887
P16234 ENST00000257290
P16233 ENST00000369221
Q96LP2 ENST00000283357
Q5SYE7 ENST00000427025
P30519 ENST00000398595
P67812 ENST00000268220
P30501 ENST00000420206
O95696 ENST00000404760
P05546 ENST00000215727
P04216 ENST00000284240
P30504 ENST00000400341
P04217 ENST00000263100
Q9NRY2 ENST00000374242
P30505 ENST00000400341
P05549 ENST00000482890
Q9NRY4 ENST00000404338
Q9NRY5 ENST00000351797
Q9NRY6 ENST00000535512
Q99470 ENST00000247020
Q9NRY7 ENST00000497985
Q96M11 ENST00000425380
Q99471 ENST00000334478
Q99469 ENST00000273183
Q68CK6 ENST00000329697
Q5SYB0 ENST00000539465
Q99467 ENST00000256447
Q96M02 ENST00000284694
P18858 ENST00000263274
Q99466 ENST00000457094
P18859 ENST00000457143
Q8N6Y1 ENST00000409186
Q8N6Y0 ENST00000252597
P29508 ENST00000283752
P30508 ENST00000420206
P06881 ENST00000361010
P04222 ENST00000457903
P55854 ENST00000332859
Q5HYC2 ENST00000399933
P05556 ENST00000374956
P55851 ENST00000310473
P04229 ENST00000360004
Q9NRZ5 ENST00000320285
Q6PJ21 ENST00000566339
Q9NRZ7 ENST00000327505
Q9NRZ9 ENST00000348459
P17538 ENST00000361017
Q99460 ENST00000308696
P17535 ENST00000252818
P17544 ENST00000328463
Q99459 ENST00000371477
Q5SYC1 ENST00000275162
Q68CL5 ENST00000334295
P17542 ENST00000294339
Q99456 ENST00000572470
Q99457 ENST00000373079
P17540 ENST00000437669
Q99453 ENST00000226382
Q9UFN0 ENST00000374767
P04233 ENST00000009530
P04234 ENST00000300692
P04279 ENST00000372781
P30566 ENST00000216194
Q9NS40 ENST00000332142
Q6PIV2 ENST00000575308
Q9NRS4 ENST00000437212
Q9UFF9 ENST00000517876
Q9NRS6 ENST00000377244
P41212 ENST00000396373
Q6PJ69 ENST00000269383
Q96M69 ENST00000285928
P16260 ENST00000609923
Q68CQ4 ENST00000491415
P41219 ENST00000257860
P41218 ENST00000368141
P41217 ENST00000473539
Q68CQ7 ENST00000266014
P41214 ENST00000271764
Q5HYI8 ENST00000273375
P30556 ENST00000461609
Q68CR1 ENST00000399878
Q9UFG5 ENST00000585675
Q5HYI7 ENST00000512528
Q96M63 ENST00000315396
Q96LU5 ENST00000278200
P30550 ENST00000380289
Q6PIW4 ENST00000419119
Q9NS56 ENST00000360538
Q96M61 ENST00000325250
P16278 ENST00000445488
Q96LT7 ENST00000380003
Q96LT6 ENST00000294811
Q96LT9 ENST00000423855
A6NIR3 ENST00000374094
P41208 ENST00000601896
Q5HYJ3 ENST00000358780
P28222 ENST00000369947
P04259 ENST00000252252
P28223 ENST00000542664
P28221 ENST00000314113
Q9NS61 ENST00000461105
Q9NRU3 ENST00000356713
Q9NS64 ENST00000325926
Q96LT4 ENST00000372690
Q9NS66 ENST00000332582
P30542 ENST00000367236
P17568 ENST00000215565
Q9NS68 ENST00000382258
Q9NS69 ENST00000216034
Q96LS8 ENST00000381786
P55809 ENST00000196371
P04264 ENST00000252244
Q15800 ENST00000261507
P30533 ENST00000500728
P30536 ENST00000337554
Q9NS71 ENST00000377938
Q9NS73 ENST00000416007
Q9NS75 ENST00000282018
Q6PIU1 ENST00000297404
Q6PJ61 ENST00000317683
Q6PIU2 ENST00000475381
P30530 ENST00000301178
P30531 ENST00000287766
Q9NRV9 ENST00000014930
P30532 ENST00000299565
Q96LR9 ENST00000326765
Q68CP9 ENST00000334344
Q96LR5 ENST00000425792
Q96LR4 ENST00000295569
Q96LR7 ENST00000381585
Q99496 ENST00000367510
Q99497 ENST00000493373
P04271 ENST00000291700
Q68D10 ENST00000336349
P04275 ENST00000261405
P04278 ENST00000380450
P29558 ENST00000348849
Q8N6S5 ENST00000326446
Q8N6S4 ENST00000370944
Q9NS00 ENST00000223122
Q9UFB7 ENST00000457842
Q6UXX9 ENST00000276659
Q96LI9 ENST00000379211
Q9C0K7 ENST00000194530
Q6UXX5 ENST00000218436
Q6PII5 ENST00000341413
A6NJ69 ENST00000333305
Q96LI6 ENST00000307393
Q8N743 ENST00000291860
Q6PII3 ENST00000383794
Q03828 ENST00000308618
Q6IV72 ENST00000378061
Q96LI5 ENST00000504123
Q75V66 ENST00000324559
Q9C0K0 ENST00000357195
Q9C0K1 ENST00000394833
Q9UFC0 ENST00000292616
Q9C0K3 ENST00000539352
Q6UXZ0 ENST00000328886
Q9NRP0 ENST00000512478
Q9NRP2 ENST00000219400
Q9NRP4 ENST00000432641
Q9NS15 ENST00000301873
Q9NRP7 ENST00000440309
Q9NS18 ENST00000367440
A6NIV6 ENST00000340806
Q9C0J8 ENST00000322313
A6NJ78 ENST00000407364
Q6PIJ6 ENST00000340253
Q8N6R0 ENST00000361735
Q6UXY8 ENST00000396229
Q9C0J9 ENST00000242728
Q8N6R1 ENST00000379179
Q8N6Q3 ENST00000457794
Q8N726 ENST00000361570
Q8N729 ENST00000329610
Q9C0J1 ENST00000324189
Q8N6Q8 ENST00000248306
Q9UFD9 ENST00000426804
Q9NRQ2 ENST00000493382
Q9NS23 ENST00000573573
Q9NS25 ENST00000449283
O60942 ENST00000369485
Q9NRQ5 ENST00000527149
Q9NS26 ENST00000600641
Q9NS28 ENST00000367460
O60941 ENST00000406818
Q9C0I4 ENST00000272643
Q8N6Q1 ENST00000319669
Q8N720 ENST00000424881
Q6UXV4 ENST00000373173
Q9C0I9 ENST00000368614
A6NIX2 ENST00000590071
Q8N715 ENST00000366875
Q9C0I3 ENST00000509176
Q8N6P7 ENST00000270800
Q9C0I1 ENST00000382142
Q9UFE4 ENST00000442201
Q9NRR2 ENST00000234798
Q9NRR3 ENST00000505065
Q9NRR4 ENST00000511367
Q9NRR5 ENST00000368309
Q9NRR6 ENST00000371712
Q9NS37 ENST00000527447
Q9NRR8 ENST00000357235
Q9NS39 ENST00000381312
Q9C0H5 ENST00000377307
Q9C0H6 ENST00000373114
Q9C0H9 ENST00000570888
P06858 ENST00000311322
P17509 ENST00000225648
O60927 ENST00000431977
O60925 ENST00000261813
Q99447 ENST00000538721
O60921 ENST00000258774
Q99445 ENST00000220940
Q96LM6 ENST00000303254
Q96LM5 ENST00000434826
Q99442 ENST00000337002
Q9NRK6 ENST00000344517
Q8N6W0 ENST00000292672
Q96LM9 ENST00000444723
P04201 ENST00000252660
P06865 ENST00000268097
P05534 ENST00000443552
Q8N6V9 ENST00000352903
P05538 ENST00000432486
O60939 ENST00000278947
Q5HYA8 ENST00000453321
P17516 ENST00000380448
O60938 ENST00000266719
P18850 ENST00000367942
O60936 ENST00000568146
O60934 ENST00000265433
Q96LL3 ENST00000300575
Q99436 ENST00000259457
O60931 ENST00000381870
Q99437 ENST00000472174
Q9NRL2 ENST00000382422
P18846 ENST00000262053
O60930 ENST00000315212
Q96LL4 ENST00000297324
Q9NRL3 ENST00000263280
Q99435 ENST00000437801
P18847 ENST00000341491
Q68CJ9 ENST00000078445
P18848 ENST00000337304
P06870 ENST00000301420
Q96LL9 ENST00000574873
Q99439 ENST00000263097
P05543 ENST00000372563
Q8N766 ENST00000477853
Q8N6U8 ENST00000537209
O60909 ENST00000309519
O60906 ENST00000258052
O60907 ENST00000407597
O60902 ENST00000389589
Q9NRM0 ENST00000264784
Q9NRM1 ENST00000396073
Q99426 ENST00000221855
Q9NRM2 ENST00000361822
Q99424 ENST00000302819
Q9NRM6 ENST00000288167
Q9NRM7 ENST00000382592
Q96LK0 ENST00000409690
Q6UXZ3 ENST00000375352
Q96LK8 ENST00000331780
Q8N6T7 ENST00000337491
Q7L775 ENST00000322716
O60911 ENST00000538255
Q9NRN5 ENST00000320334
P18825 ENST00000330055
Q9NRN7 ENST00000278618
P18827 ENST00000381150
Q9NRN9 ENST00000409965
Q96LJ8 ENST00000375099
P06850 ENST00000276571
Q8N752 ENST00000379800
Q99418 ENST00000452733
Q6PIL6 ENST00000382152
Q96LJ7 ENST00000288111
Q99417 ENST00000397572
Q8N6T3 ENST00000353546
Q13237 ENST00000264399
Q8N7M0 ENST00000282670
Q9HA64 ENST00000269373
Q14566 ENST00000264156
Q14565 ENST00000216024
Q96MC5 ENST00000300006
Q8N7M2 ENST00000324461
Q13239 ENST00000338087
Q96MC6 ENST00000370152
Q02575 ENST00000302101
Q7L804 ENST00000355624
Q86SK9 ENST00000319540
Q02577 ENST00000320238
Q9NSI2 ENST00000291634
Q14571 ENST00000381340
Q9NSI5 ENST00000380588
Q9NSI6 ENST00000333229
Q96MC2 ENST00000288710
Q9NSI8 ENST00000400566
Q13243 ENST00000394366
Q14574 ENST00000360428
Q13241 ENST00000381908
Q14573 ENST00000605930
Q13242 ENST00000229390
Q13247 ENST00000244020
Q96MB7 ENST00000326737
Q14576 ENST00000359227
Q86SJ2 ENST00000321382
Q86SJ6 ENST00000359747
Q14582 ENST00000337190
Q9HA47 ENST00000372215
Q14586 ENST00000300870
Q13255 ENST00000361719
Q14585 ENST00000420450
Q14584 ENST00000590306
Q13253 ENST00000332822
Q13258 ENST00000306051
Q96MA6 ENST00000298545
Q14588 ENST00000426739
Q13257 ENST00000296509
Q14587 ENST00000228289
Q8N7K0 ENST00000344980
Q6GPH4 ENST00000361842
Q6GPH6 ENST00000361124
Q9NSK0 ENST00000259708
Q86SI9 ENST00000397835
Q02556 ENST00000268638
Q13261 ENST00000379977
Q14593 ENST00000476120
Q9NSK7 ENST00000392278
Q14592 ENST00000360338
Q96MA1 ENST00000371445
Q9HA38 ENST00000311417
Q14590 ENST00000291182
Q14596 ENST00000422280
Q13263 ENST00000253024
Q13268 ENST00000344777
Q6GPI1 ENST00000303037
Q86SH2 ENST00000327939
Q8N7J2 ENST00000515384
Q02548 ENST00000358127
Q02543 ENST00000222247
Q7L7L0 ENST00000366695
Q13277 ENST00000337979
Q13275 ENST00000002829
Q9NSD7 ENST00000330120
Q9NSD9 ENST00000281828
Q8N7Q3 ENST00000577063
Q96MG8 ENST00000522514
Q6PJG9 ENST00000309602
Q86T03 ENST00000398020
Q02535 ENST00000374561
Q01201 ENST00000540120
Q6T4P5 ENST00000520876
Q13283 ENST00000356245
Q6PJG6 ENST00000340611
Q9UFW8 ENST00000462901
Q9NSE2 ENST00000443053
Q96MG7 ENST00000332303
Q9NSE4 ENST00000302637
Q6PJG2 ENST00000286523
Q02539 ENST00000244573
Q13287 ENST00000243346
Q6U841 ENST00000446997
Q13285 ENST00000373588
Q13286 ENST00000360019
Q96MG2 ENST00000300961
Q8N7P3 ENST00000323319
Q8N813 ENST00000398112
Q8N812 ENST00000309050
Q8N815 ENST00000588408
Q9HA90 ENST00000480450
Q96MF7 ENST00000287437
Q8N816 ENST00000301665
Q9HA92 ENST00000258955
Q68DC2 ENST00000375018
Q68DD2 ENST00000382396
Q13291 ENST00000302035
Q96MF4 ENST00000295226
Q96MF6 ENST00000308197
Q96MF2 ENST00000332782
Q13296 ENST00000227918
Q8N801 ENST00000445927
Q96ME7 ENST00000355467
Q9HA82 ENST00000251363
Q8N806 ENST00000013070
Q5HYW2 ENST00000373677
Q9NSG2 ENST00000359326
Q6PJE2 ENST00000310842
Q9HA77 ENST00000257347
Q6U7Q0 ENST00000595473
Q96ME1 ENST00000382368
Q68DA7 ENST00000559047
Q02505 ENST00000414964
Q96MD2 ENST00000398055
Q6PJF5 ENST00000313080
Q9HA65 ENST00000221543
Q15811 ENST00000381318
Q5XG92 ENST00000326686
P78423 ENST00000006053
P78424 ENST00000403058
Q96LZ3 ENST00000374806
P55786 ENST00000322157
Q96LZ2 ENST00000356790
P78426 ENST00000295886
Q5HYL7 ENST00000405764
Q15814 ENST00000244625
Q15813 ENST00000406207
Q15819 ENST00000523111
P28161 ENST00000241337
P30481 ENST00000421349
Q15818 ENST00000306773
P30483 ENST00000450871
Q6PIZ9 ENST00000295756
P30484 ENST00000450871
Q8N7E2 ENST00000323684
Q96LZ7 ENST00000234195
P55789 ENST00000248114
P41134 ENST00000376112
P16189 ENST00000456012
P16188 ENST00000396634
P30491 ENST00000359635
Q9NSA0 ENST00000301891
Q9NSA1 ENST00000222157
Q9NSA3 ENST00000377263
P78412 ENST00000290552
O95600 ENST00000468660
P78413 ENST00000231357
Q96LY2 ENST00000310463
P78414 ENST00000302006
P55795 ENST00000602060
Q15825 ENST00000276410
P78410 ENST00000377708
O95602 ENST00000263857
P78411 ENST00000394636
Q15828 ENST00000312134
P78417 ENST00000369713
Q8N7C3 ENST00000512729
P67775 ENST00000481195
P30480 ENST00000412585
Q9UG56 ENST00000439502
Q5HYN5 ENST00000370741
Q9NSB2 ENST00000257951
Q9NSB4 ENST00000257974
Q15833 ENST00000221283
Q14500 ENST00000583088
Q15831 ENST00000326873
Q96M91 ENST00000398545
Q9NSB8 ENST00000304231
P29474 ENST00000297494
Q15836 ENST00000054666
P29475 ENST00000338101
Q15835 ENST00000335678
Q15834 ENST00000312579
O95613 ENST00000359568
Q96LX7 ENST00000528266
Q96M96 ENST00000427716
P30460 ENST00000425848
Q14508 ENST00000372676
P30461 ENST00000435618
Q14507 ENST00000326842
Q96M98 ENST00000337019
Q96LX8 ENST00000301744
Q8N7C0 ENST00000294818
P30464 ENST00000450871
Q96M95 ENST00000293845
Q96M94 ENST00000328046
Q9UG63 ENST00000287844
Q8N7B6 ENST00000471979
Q96LW9 ENST00000439158
P04180 ENST00000264005
Q96M89 ENST00000295124
P04181 ENST00000368845
Q8N7B9 ENST00000450662
P04183 ENST00000405273
Q5HYK3 ENST00000288532
O95619 ENST00000247843
Q9NSC2 ENST00000251020
Q9NSC5 ENST00000539827
O95622 ENST00000462833
Q14512 ENST00000259988
P30457 ENST00000383605
Q9NSC7 ENST00000156626
Q15843 ENST00000250495
Q14511 ENST00000504387
Q15842 ENST00000240662
O95620 ENST00000265720
O95625 ENST00000312938
Q15848 ENST00000320741
Q14517 ENST00000441802
Q5HYK7 ENST00000304527
Q15847 ENST00000561504
Q5HYK9 ENST00000292069
Q14515 ENST00000282470
Q68D51 ENST00000393274
Q96M86 ENST00000254579
P30450 ENST00000383605
Q6PIY7 ENST00000453514
Q96LW7 ENST00000466409
Q15849 ENST00000586448
Q6PIY5 ENST00000458657
Q96LW1 ENST00000322434
Q8N7B1 ENST00000403975
Q96LW4 ENST00000314970
P31785 ENST00000374202
Q96M83 ENST00000362006
P30455 ENST00000443552
Q8N7A1 ENST00000359332
A6NIH7 ENST00000344651
P04196 ENST00000232003
O95628 ENST00000541284
P04198 ENST00000281043
Q14520 ENST00000351270
Q9NSD4 ENST00000421401
Q9NSD5 ENST00000343164
Q5XG87 ENST00000230859
Q14524 ENST00000333535
O95633 ENST00000166139
Q15853 ENST00000222305
O95630 ENST00000409707
O95631 ENST00000538852
Q14527 ENST00000392912
Q15858 ENST00000409435
Q14526 ENST00000322941
Q14525 ENST00000251646
Q86SG2 ENST00000418232
P41182 ENST00000406870
P41181 ENST00000199280
P41180 ENST00000296154
Q86SG7 ENST00000333017
Q86SG6 ENST00000268766
Q86SG5 ENST00000329256
Q9UG01 ENST00000260570
O95639 ENST00000292476
Q13200 ENST00000310118
Q13203 ENST00000255416
O95644 ENST00000427363
Q14534 ENST00000265896
Q13201 ENST00000264790
Q14533 ENST00000327741
Q68CZ2 ENST00000398879
Q14532 ENST00000225899
Q13202 ENST00000331588
Q13207 ENST00000240328
Q68CZ6 ENST00000243706
Q13206 ENST00000322536
Q68CZ1 ENST00000379925
Q8N7H5 ENST00000221265
P41162 ENST00000368192
A6NIJ9 ENST00000327335
Q86SF2 ENST00000265000
Q9UFP1 ENST00000273146
Q14542 ENST00000544554
Q14541 ENST00000396423
Q13214 ENST00000587144
Q68D86 ENST00000360242
Q13219 ENST00000328252
Q68D85 ENST00000338965
Q13216 ENST00000265038
Q15878 ENST00000367573
Q13217 ENST00000602402
Q8N7G0 ENST00000510627
P41161 ENST00000434744
P55769 ENST00000355257
P78406 ENST00000395840
Q8N7F7 ENST00000334179
Q86SE8 ENST00000521157
Q86SE5 ENST00000522455
Q9UG22 ENST00000223293
Q15884 ENST00000257515
P41159 ENST00000308868
P80723 ENST00000322611
Q86SE9 ENST00000336126
Q68D91 ENST00000316610
Q13224 ENST00000609686
Q14554 ENST00000316218
P55774 ENST00000004921
P55773 ENST00000293280
Q13227 ENST00000380728
P55771 ENST00000361487
Q14558 ENST00000446526
Q13228 ENST00000368868
P30493 ENST00000359635
O95661 ENST00000395201
Q2L4Q9 ENST00000280606
P30499 ENST00000438171
P41146 ENST00000336866
P41145 ENST00000265572
P41143 ENST00000234961
Q13232 ENST00000219302
Q13233 ENST00000399503
Q14563 ENST00000436949
Q14562 ENST00000262415
Q13231 ENST00000367229
P05204 ENST00000361427
Q9C037 ENST00000355947
Q9NR61 ENST00000249749
Q9C030 ENST00000380097
Q9NR63 ENST00000001146
Q96L12 ENST00000269881
P20839 ENST00000338791
Q9NR64 ENST00000377844
Q96L11 ENST00000458732
Q9NQU5 ENST00000441369
Q96KP1 ENST00000230449
Q9C035 ENST00000380034
O60687 ENST00000373004
O60688 ENST00000339468
Q96L08 ENST00000375472
Q96L03 ENST00000366933
Q70EL4 ENST00000285199
Q70EL1 ENST00000408019
O60683 ENST00000288774
Q8N5Y2 ENST00000312196
Q70EL2 ENST00000327681
O60684 ENST00000373625
O60682 ENST00000325509
O95319 ENST00000416382
Q8N5Y8 ENST00000261888
Q9C026 ENST00000338969
A6XGL0 ENST00000514277
Q9C029 ENST00000274773
Q6UXA7 ENST00000259870
Q9NQV5 ENST00000263765
Q9NQV6 ENST00000358825
Q9NR77 ENST00000317479
Q9NQV7 ENST00000296682
Q9NQV8 ENST00000339711
Q659C4 ENST00000326639
Q68BL7 ENST00000373580
Q5T9C2 ENST00000373095
Q96KN8 ENST00000301790
Q96KN7 ENST00000400017
Q96KN2 ENST00000358821
Q5T9C9 ENST00000388747
Q96KN1 ENST00000304916
P20849 ENST00000357250
Q96KN4 ENST00000331243
Q96KN3 ENST00000298282
Q8N693 ENST00000595622
Q8N695 ENST00000536262
Q8N5X7 ENST00000425534
Q8N697 ENST00000266771
Q96KN9 ENST00000321660
Q8N699 ENST00000367245
Q8N5W9 ENST00000329099
O95336 ENST00000252603
Q9NR80 ENST00000326016
Q9NQW1 ENST00000370345
Q7L5Y1 ENST00000340116
Q9NR81 ENST00000338458
Q9NR82 ENST00000402622
Q9NR83 ENST00000266077
Q9C019 ENST00000259930
Q9NQW5 ENST00000449207
Q9NQW6 ENST00000265748
P56817 ENST00000313005
Q9NQW7 ENST00000502935
Q7L5Y9 ENST00000303400
O60669 ENST00000552024
Q7L5Y6 ENST00000564406
Q9C010 ENST00000258014
O60667 ENST00000367091
P19823 ENST00000358415
P20810 ENST00000508830
Q96KM6 ENST00000450537
P20815 ENST00000222982
O60663 ENST00000355497
O60664 ENST00000221957
P19827 ENST00000273283
P20813 ENST00000324071
Q8N680 ENST00000325144
O60662 ENST00000284669
Q8N682 ENST00000258534
Q8N684 ENST00000340437
Q08ET2 ENST00000360844
Q8N5W8 ENST00000368896
Q9C005 ENST00000295066
O95347 ENST00000286398
Q9C004 ENST00000344120
Q9NQX0 ENST00000407847
Q9NQX1 ENST00000264808
Q9C009 ENST00000296839
P07858 ENST00000453527
Q9NQX3 ENST00000478722
Q9NQX4 ENST00000261839
Q9NQX5 ENST00000371601
Q9NR96 ENST00000597542
Q9NQX6 ENST00000511154
Q9NR97 ENST00000311912
Q9NQX7 ENST00000326427
O95342 ENST00000263817
Q9NR99 ENST00000217939
P18510 ENST00000259206
O95343 ENST00000260653
Q9C002 ENST00000396650
O95340 ENST00000456849
Q9C000 ENST00000572272
O60678 ENST00000331079
P20823 ENST00000543427
P19835 ENST00000351304
P18505 ENST00000295454
Q659A1 ENST00000261520
O60674 ENST00000381652
O60675 ENST00000343242
P20827 ENST00000368407
P18507 ENST00000414552
P19838 ENST00000226574
Q5T9A4 ENST00000308647
P18509 ENST00000579794
O60673 ENST00000368805
O60671 ENST00000341754
Q8N5V2 ENST00000264051
Q70EK8 ENST00000274030
P07864 ENST00000541669
Q70EK9 ENST00000500968
P30203 ENST00000313421
Q6UXD5 ENST00000308713
Q6UXD7 ENST00000404286
Q08ER8 ENST00000321545
O95359 ENST00000369005
Q9C075 ENST00000574480
Q9NR20 ENST00000540757
Q9NR21 ENST00000228820
Q9C073 ENST00000240364
Q96L50 ENST00000298288
Q9NR22 ENST00000382622
P18564 ENST00000283249
Q9NR23 ENST00000329913
O95352 ENST00000354449
O60645 ENST00000315013
Q9NQQ7 ENST00000372227
Q9NR28 ENST00000443649
O60641 ENST00000439399
Q6PI48 ENST00000361951
Q96L46 ENST00000457326
Q96KS9 ENST00000284486
Q6PI47 ENST00000409157
A6NK44 ENST00000303227
Q6UXE8 ENST00000342868
P32856 ENST00000392373
O95361 ENST00000578237
Q9NR30 ENST00000354185
Q9NR31 ENST00000373242
Q9NQR1 ENST00000402868
Q9NR33 ENST00000483063
Q9NQR4 ENST00000394140
O95365 ENST00000322357
Q9NR34 ENST00000374332
O60658 ENST00000394553
Q96KS0 ENST00000303961
Q9UEE9 ENST00000283882
O95363 ENST00000324331
O60656 ENST00000354728
Q96KR6 ENST00000371384
Q96KR7 ENST00000371015
A6NK53 ENST00000391958
P29218 ENST00000449740
